Date,Time,Price,Type,Position,PNL,MAE,MFE
04/15/2020,1300,98.00,Exit,Short,531.48,637.78,425.19
04/15/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/16/2020,100,98.00,Exit,Long,1262.03,1514.43,1009.62
04/16/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/16/2020,1300,98.00,Exit,Short,1619.10,1942.92,1295.28
04/16/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/17/2020,100,98.00,Exit,Long,1404.12,1684.95,1123.30
04/17/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/17/2020,1300,98.00,Exit,Long,679.57,815.49,543.66
04/17/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/18/2020,100,98.00,Exit,Short,1827.84,2193.40,1462.27
04/18/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/18/2020,1300,98.00,Exit,Short,1659.27,1991.13,1327.42
04/18/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/19/2020,100,98.00,Exit,Short,-530.88,637.06,424.70
04/19/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/19/2020,1300,98.00,Exit,Short,549.01,658.81,439.21
04/19/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/20/2020,100,98.00,Exit,Long,535.13,642.16,428.11
04/20/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/20/2020,1300,98.00,Exit,Short,2062.37,2474.84,1649.90
04/20/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/21/2020,100,98.00,Exit,Long,1055.40,1266.48,844.32
04/21/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/21/2020,1300,98.00,Exit,Long,871.80,1046.16,697.44
04/21/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/22/2020,100,98.00,Exit,Short,1228.31,1473.97,982.65
04/22/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/22/2020,1300,98.00,Exit,Short,-885.38,1062.46,708.31
04/22/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/23/2020,100,98.00,Exit,Short,2115.68,2538.82,1692.55
04/23/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/23/2020,1300,98.00,Exit,Long,844.25,1013.10,675.40
04/23/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/24/2020,100,98.00,Exit,Short,2057.14,2468.56,1645.71
04/24/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/24/2020,1300,98.00,Exit,Long,347.23,416.68,277.79
04/24/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/25/2020,100,98.00,Exit,Short,1354.88,1625.85,1083.90
04/25/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/25/2020,1300,98.00,Exit,Short,-865.57,1038.69,692.46
04/25/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/26/2020,100,98.00,Exit,Short,-857.21,1028.66,685.77
04/26/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/26/2020,1300,98.00,Exit,Long,566.65,679.97,453.32
04/26/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/27/2020,100,98.00,Exit,Long,1096.32,1315.58,877.05
04/27/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/27/2020,1300,98.00,Exit,Long,2135.84,2563.01,1708.67
04/27/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/28/2020,100,98.00,Exit,Short,1432.48,1718.98,1145.98
04/28/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/28/2020,1300,98.00,Exit,Short,-1134.29,1361.15,907.43
04/28/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
04/29/2020,100,98.00,Exit,Long,1828.29,2193.94,1462.63
04/29/2020,900,100.00,Entry,Short,0.00,0.00,0.00
04/29/2020,1300,98.00,Exit,Short,1188.03,1425.63,950.42
04/29/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
04/30/2020,100,98.00,Exit,Short,-932.52,1119.02,746.01
04/30/2020,900,100.00,Entry,Long,0.00,0.00,0.00
04/30/2020,1300,98.00,Exit,Long,333.89,400.67,267.11
04/30/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/01/2020,100,98.00,Exit,Long,507.37,608.85,405.90
05/01/2020,900,100.00,Entry,Short,0.00,0.00,0.00
05/01/2020,1300,98.00,Exit,Short,-1070.88,1285.06,856.71
05/01/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
05/02/2020,100,98.00,Exit,Short,1813.95,2176.74,1451.16
05/02/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/02/2020,1300,98.00,Exit,Long,742.02,890.42,593.61
05/02/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
05/03/2020,100,98.00,Exit,Short,1308.46,1570.15,1046.77
05/03/2020,900,100.00,Entry,Short,0.00,0.00,0.00
05/03/2020,1300,98.00,Exit,Short,-800.34,960.41,640.28
05/03/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
05/04/2020,100,98.00,Exit,Short,1948.70,2338.44,1558.96
05/04/2020,900,100.00,Entry,Short,0.00,0.00,0.00
05/04/2020,1300,98.00,Exit,Short,1445.90,1735.08,1156.72
05/04/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
05/05/2020,100,98.00,Exit,Short,1083.89,1300.66,867.11
05/05/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/05/2020,1300,98.00,Exit,Long,1010.95,1213.14,808.76
05/05/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/06/2020,100,98.00,Exit,Long,-294.82,353.79,235.86
05/06/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/06/2020,1300,98.00,Exit,Long,1538.67,1846.40,1230.94
05/06/2020,2100,100.00,Entry,Short,0.00,0.00,0.00
05/07/2020,100,98.00,Exit,Short,-1202.49,1442.99,961.99
05/07/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/07/2020,1300,98.00,Exit,Long,-219.46,263.35,175.57
05/07/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/08/2020,100,98.00,Exit,Long,-500.76,600.92,400.61
05/08/2020,900,100.00,Entry,Short,0.00,0.00,0.00
05/08/2020,1300,98.00,Exit,Short,749.66,899.59,599.73
05/08/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/09/2020,100,98.00,Exit,Long,-366.24,439.49,292.99
05/09/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/09/2020,1300,98.00,Exit,Long,-542.37,650.84,433.89
05/09/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/10/2020,100,98.00,Exit,Long,500.03,600.03,400.02
05/10/2020,900,100.00,Entry,Long,0.00,0.00,0.00
05/10/2020,1300,98.00,Exit,Long,-168.35,202.02,134.68
05/10/2020,2100,100.00,Entry,Long,0.00,0.00,0.00
05/11/2020,100,98.00,Exit,Long,-1183.97,1420.76,947.17
